alpha,perturb_target,layer_spec,num_examples,kl_p_to_q,kl_q_to_p,js,tv,accept_mass,top1_match,top5_overlap,draft_prob_on_target_top1,target_prob_on_target_top1,gen_exact_match,gen_prefix_match_len
0.0,keys,layer_19,32,7.974449545145035e-09,7.974449545145035e-09,-3.4994506316159135e-09,0.0,1.0000002104789019,1.0,1.0,0.6265926496125758,0.6265926496125758,1.0,16.0
0.01,keys,layer_19,32,0.00047167802412673154,0.00047145091212996704,0.00011784067189068992,0.007190772261537859,0.9928094577044249,1.0,0.9812500011175871,0.627534580649808,0.6265926496125758,0.90625,15.40625
0.03,keys,layer_19,32,0.0005060658108959615,0.000503050250955539,0.00012607868211134132,0.007846280550211304,0.9921539667993784,1.0,0.9812500011175871,0.6277398322708905,0.6265926496125758,0.8125,14.84375
0.1,keys,layer_19,32,0.0011338739628854455,0.0011450323663666495,0.00028424603829080297,0.01171080014501058,0.9882894214242697,0.96875,0.9750000014901161,0.6267680847086012,0.6265926496125758,0.78125,14.28125
0.0,values,layer_19,32,7.974449545145035e-09,7.974449545145035e-09,-3.4994506316159135e-09,0.0,1.0000002104789019,1.0,1.0,0.6265926496125758,0.6265926496125758,1.0,16.0
0.01,values,layer_19,32,0.0005176431775488766,0.0005133979623117568,0.00012881152428256826,0.008406713971282898,0.9915934950113297,1.0,0.9875000007450581,0.6261058582458645,0.6265926496125758,0.84375,14.9375
0.03,values,layer_19,32,0.0005093799465498705,0.0005068962625500717,0.00012697849972909125,0.0080964001135726,0.9919038191437721,1.0,0.993750000372529,0.6270814882591367,0.6265926496125758,0.8125,14.6875
0.1,values,layer_19,32,0.0017031765027013535,0.0016898889489311841,0.0004236285600569545,0.017147611478321778,0.982852628454566,1.0,0.9750000014901161,0.6308303833939135,0.6265926496125758,0.75,14.03125
0.0,keys,layer_2,32,7.974449545145035e-09,7.974449545145035e-09,-3.4994506316159135e-09,0.0,1.0000002104789019,1.0,1.0,0.6265926496125758,0.6265926496125758,1.0,16.0
0.01,keys,layer_2,32,0.0006212426580702868,0.0006233882198500851,0.00015551014716663758,0.009698531635706331,0.9903016909956932,1.0,1.0,0.6264208776410669,0.6265926496125758,0.8125,14.875
0.03,keys,layer_2,32,0.000643882794904016,0.0006399091690951764,0.0001604094647333909,0.009822595953664859,0.9901776202023029,1.0,0.9875000007450581,0.6284043327905238,0.6265926496125758,0.8125,14.96875
